USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root           1  0.0  0.1 168952  6032 ?        Ss   12:06   0:03 /sbin/init splash
erekle      4139  0.0  0.0 33575968 304 ?        Sl   12:07   0:00 /snap/morgen/73/chrome_crashpad_handler --monitor-self-annotation=ptype=crashpad-handler --no-rate-limit --database=/home/erekle/snap/morgen/common/.config/Morgen/Crashpad --url=https://o529101.ingest.sentry.io/api/5647008/minidump/?sentry_key=3a7b0591bbb849608010c09f5a4f695a --annotation=_productName=Morgen --annotation=_version=2.6.5 --annotation=lsb-release=Ubuntu Core 20 --annotation=plat=Linux --annotation=prod=Electron --annotation=ver=20.1.4 --initial-client-fd=42 --shared-client-connection
erekle      4319  0.0  0.0 34158644 5140 ?       Sl   12:07   0:11 /snap/morgen/73/morgen --type=gpu-process --no-sandbox --enable-crashpad --crashpad-handler-pid=4139 --enable-crash-reporter=a37f01d6-452b-4e7f-8153-2ced8fa1bdc0,no_channel --user-data-dir=/home/erekle/snap/morgen/common/.config/Morgen --gpu-preferences=WAAAAAAAAAAgAAAIAAAAAAAAAAAAAAAAAABgAAAAAAA4AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAACAAAAAAAAAAIAAAAAAAAAABAAAAAAAAAAgAAAAAAAAACAAAAAAAAAAIAAAAAAAAAA== --use-gl=angle --use-angle=swiftshader-webgl --shared-files --field-trial-handle=0,i,8390659294521320100,9842468149752798903,131072 --disable-features=SpareRendererForSitePerProcess
erekle      4430  0.1  0.1 33979776 11096 ?      Sl   12:07   0:23 /snap/morgen/73/morgen --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --no-sandbox --enable-crashpad --crashpad-handler-pid=4139 --enable-crash-reporter=a37f01d6-452b-4e7f-8153-2ced8fa1bdc0,no_channel --user-data-dir=/home/erekle/snap/morgen/common/.config/Morgen --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,8390659294521320100,9842468149752798903,131072 --disable-features=SpareRendererForSitePerProcess --enable-crashpad
erekle      4496  0.5  1.7 43001080 102252 ?     Sl   12:07   1:54 /snap/morgen/73/morgen --type=renderer --enable-crashpad --crashpad-handler-pid=4139 --enable-crash-reporter=a37f01d6-452b-4e7f-8153-2ced8fa1bdc0,no_channel --user-data-dir=/home/erekle/snap/morgen/common/.config/Morgen --app-path=/snap/morgen/73/resources/app.asar --no-sandbox --no-zygote --no-sandbox --disable-gpu-compositing --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=4 --launch-time-ticks=36417882 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,8390659294521320100,9842468149752798903,131072 --disable-features=SpareRendererForSitePerProcess --enable-crashpad
erekle      4500  0.4  0.9 42999556 58196 ?      Sl   12:07   1:25 /snap/morgen/73/morgen --type=renderer --enable-crashpad --crashpad-handler-pid=4139 --enable-crash-reporter=a37f01d6-452b-4e7f-8153-2ced8fa1bdc0,no_channel --user-data-dir=/home/erekle/snap/morgen/common/.config/Morgen --app-path=/snap/morgen/73/resources/app.asar --no-sandbox --no-zygote --no-sandbox --disable-gpu-compositing --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=5 --launch-time-ticks=36430942 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,8390659294521320100,9842468149752798903,131072 --disable-features=SpareRendererForSitePerProcess --enable-crashpad
erekle      6144  0.0  0.1 539472  9188 ?        Sl   12:08   0:00 update-notifier
erekle     12415  2.2  2.5 34256688 149348 ?     SLl  12:20   7:24 /opt/google/chrome/chrome
erekle     12420  0.0  0.0   8360   576 ?        S    12:20   0:00 cat
erekle     12421  0.0  0.0   8360   576 ?        S    12:20   0:00 cat
erekle     12423  0.0  0.0 33576808 2632 ?       Sl   12:20   0:00 /opt/google/chrome/chrome_crashpad_handler --monitor-self --monitor-self-annotation=ptype=crashpad-handler --database=/home/erekle/.config/google-chrome/Crash Reports --metrics-dir=/home/erekle/.config/google-chrome --url=https://clients2.google.com/cr/report --annotation=channel= --annotation=lsb-release=Ubuntu 22.10 --annotation=plat=Linux --annotation=prod=Chrome_Linux --annotation=ver=109.0.5414.119 --initial-client-fd=5 --shared-client-connection
erekle     12425  0.0  0.0 33567572 1292 ?       Sl   12:20   0:00 /opt/google/chrome/chrome_crashpad_handler --no-periodic-tasks --monitor-self-annotation=ptype=crashpad-handler --database=/home/erekle/.config/google-chrome/Crash Reports --url=https://clients2.google.com/cr/report --annotation=channel= --annotation=lsb-release=Ubuntu 22.10 --annotation=plat=Linux --annotation=prod=Chrome_Linux --annotation=ver=109.0.5414.119 --initial-client-fd=4 --shared-client-connection
erekle     12431  0.0  0.1 33851992 5988 ?       S    12:20   0:00 /opt/google/chrome/chrome --type=zygote --no-zygote-sandbox --crashpad-handler-pid=12423 --enable-crash-reporter=03654284-28e0-4ed6-b6d6-f63b8a77256e, --change-stack-guard-on-fork=enable
erekle     12432  0.0  0.1 33851980 8692 ?       S    12:20   0:00 /opt/google/chrome/chrome --type=zygote --crashpad-handler-pid=12423 --enable-crash-reporter=03654284-28e0-4ed6-b6d6-f63b8a77256e, --change-stack-guard-on-fork=enable
erekle     12433  0.0  0.0 33568340 1976 ?       S    12:20   0:00 /opt/google/chrome/nacl_helper
erekle     12436  0.0  0.0 33852004 4980 ?       S    12:20   0:01 /opt/google/chrome/chrome --type=zygote --crashpad-handler-pid=12423 --enable-crash-reporter=03654284-28e0-4ed6-b6d6-f63b8a77256e, --change-stack-guard-on-fork=enable
erekle     12468  3.9  1.1 34285708 67716 ?      Sl   12:20  13:02 /opt/google/chrome/chrome --type=gpu-process --crashpad-handler-pid=12423 --enable-crash-reporter=03654284-28e0-4ed6-b6d6-f63b8a77256e, --change-stack-guard-on-fork=enable --gpu-preferences=WAAAAAAAAAAgAAAIAAAAAAAAAAAAAAAAAABgAAAAAAA4AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAACAAAAAAAAAAIAAAAAAAAAABAAAAAAAAAAgAAAAAAAAACAAAAAAAAAAIAAAAAAAAAA== --shared-files --field-trial-handle=0,i,13894338178159669052,5151872546680197825,131072
erekle     12470  0.7  0.9 33925808 54856 ?      Sl   12:20   2:37 /opt/google/chrome/chrome --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=12423 --enable-crash-reporter=03654284-28e0-4ed6-b6d6-f63b8a77256e, --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,13894338178159669052,5151872546680197825,131072
erekle     12479  0.0  0.2 33902540 12868 ?      Sl   12:20   0:03 /opt/google/chrome/chrome --type=utility --utility-sub-type=storage.mojom.StorageService --lang=en-US --service-sandbox-type=utility --crashpad-handler-pid=12423 --enable-crash-reporter=03654284-28e0-4ed6-b6d6-f63b8a77256e, --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,13894338178159669052,5151872546680197825,131072
erekle     12592  0.0  0.6 1184799940 35808 ?    Sl   12:20   0:02 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=12423 --enable-crash-reporter=03654284-28e0-4ed6-b6d6-f63b8a77256e, --extension-process --change-stack-guard-on-fork=enable --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=5 --time-ticks-at-unix-epoch=-1675843614834206 --launch-time-ticks=835397618 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,13894338178159669052,5151872546680197825,131072
erekle     12688  0.0  0.1 1184780276 10320 ?    Sl   12:20   0:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=12423 --enable-crash-reporter=03654284-28e0-4ed6-b6d6-f63b8a77256e, --extension-process --change-stack-guard-on-fork=enable --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=15 --time-ticks-at-unix-epoch=-1675843614834206 --launch-time-ticks=835701390 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,13894338178159669052,5151872546680197825,131072
erekle     12730  0.0  0.0 201212  4132 ?        Sl   12:20   0:00 /usr/bin/python3 /usr/bin/chrome-gnome-shell chrome-extension://gphhapmejobijbbhgpjhcjognlahblep/
erekle     15113  3.4  6.3 1184843360 378180 ?   Sl   12:21  11:27 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=12423 --enable-crash-reporter=03654284-28e0-4ed6-b6d6-f63b8a77256e, --change-stack-guard-on-fork=enable --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=18 --time-ticks-at-unix-epoch=-1675843614834206 --launch-time-ticks=895759642 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,13894338178159669052,5151872546680197825,131072
erekle     15256  0.0  0.2 1184796668 17320 ?    Sl   12:21   0:01 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=12423 --enable-crash-reporter=03654284-28e0-4ed6-b6d6-f63b8a77256e, --extension-process --change-stack-guard-on-fork=enable --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=27 --time-ticks-at-unix-epoch=-1675843614834206 --launch-time-ticks=901059014 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,13894338178159669052,5151872546680197825,131072
erekle     15328  0.0  0.1 1184772076 9276 ?     Sl   12:21   0:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=12423 --enable-crash-reporter=03654284-28e0-4ed6-b6d6-f63b8a77256e, --change-stack-guard-on-fork=enable --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=32 --time-ticks-at-unix-epoch=-1675843614834206 --launch-time-ticks=901574169 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,13894338178159669052,5151872546680197825,131072
erekle     15394  0.1  0.1 33963320 9064 ?       Sl   12:22   0:30 /opt/google/chrome/chrome --type=utility --utility-sub-type=audio.mojom.AudioService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=12423 --enable-crash-reporter=03654284-28e0-4ed6-b6d6-f63b8a77256e, --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,13894338178159669052,5151872546680197825,131072
erekle     22503  0.3  2.6 1185880596 156052 ?   Sl   12:33   1:01 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=12423 --enable-crash-reporter=03654284-28e0-4ed6-b6d6-f63b8a77256e, --change-stack-guard-on-fork=enable --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=74 --time-ticks-at-unix-epoch=-1675843614834206 --launch-time-ticks=1602715812 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,13894338178159669052,5151872546680197825,131072
erekle     33669  0.0  0.0 315996  5696 ?        Sl   12:49   0:00 /usr/libexec/gvfsd-recent --spawner :1.7 /org/gtk/gvfs/exec_spaw/9
erekle     34657 15.1 23.0 10329280 1365052 ?    Sl   12:51  45:21 /snap/pycharm-community/315/jbr/bin/java -classpath /snap/pycharm-community/315/lib/util.jar:/snap/pycharm-community/315/lib/app.jar:/snap/pycharm-community/315/lib/3rd-party-rt.jar:/snap/pycharm-community/315/lib/platform-statistics-devkit.jar:/snap/pycharm-community/315/lib/jps-model.jar:/snap/pycharm-community/315/lib/stats.jar:/snap/pycharm-community/315/lib/protobuf.jar:/snap/pycharm-community/315/lib/external-system-rt.jar:/snap/pycharm-community/315/lib/forms_rt.jar:/snap/pycharm-community/315/lib/intellij-test-discovery.jar:/snap/pycharm-community/315/lib/groovy.jar:/snap/pycharm-community/315/lib/3rd-party-native.jar:/snap/pycharm-community/315/lib/annotations-java5.jar:/snap/pycharm-community/315/lib/byte-buddy-agent.jar:/snap/pycharm-community/315/lib/error-prone-annotations.jar:/snap/pycharm-community/315/lib/externalProcess-rt.jar:/snap/pycharm-community/315/lib/intellij-coverage-agent-1.0.682.jar:/snap/pycharm-community/315/lib/jetbrains-annotations.jar:/snap/pycharm-community/315/lib/jsch-agent.jar:/snap/pycharm-community/315/lib/junit4.jar:/snap/pycharm-community/315/lib/platform-objectSerializer-annotations.jar:/snap/pycharm-community/315/lib/rd.jar:/snap/pycharm-community/315/lib/util_rt.jar -Xms128m -Xmx750m -XX:ReservedCodeCacheSize=512m -XX:+UseG1GC -XX:SoftRefLRUPolicyMSPerMB=50 -XX:CICompilerCount=2 -XX:+HeapDumpOnOutOfMemoryError -XX:-OmitStackTraceInFastThrow -XX:+IgnoreUnrecognizedVMOptions -XX:CompileCommand=exclude,com/intellij/openapi/vfs/impl/FilePartNodeRoot,trieDescend -ea -Dsun.io.useCanonCaches=false -Dsun.java2d.metal=true -Dsun.java2d.metal.displaySync=false -Djbr.catch.SIGABRT=true -Djdk.http.auth.tunneling.disabledSchemes="" -Djdk.attach.allowAttachSelf=true -Djdk.module.illegalAccess.silent=true -Dkotlinx.coroutines.debug=off -Dsun.tools.attach.tmp.only=true -Xmx750m -XX:ErrorFile=/home/erekle/java_error_in_pycharm_%p.log -XX:HeapDumpPath=/home/erekle/java_error_in_pycharm_.hprof -Djb.vmOptionsFile=/home/erekle/.config/JetBrains/PyCharmCE2022.3/pycharm64.vmoptions -Djava.system.class.loader=com.intellij.util.lang.PathClassLoader -Didea.vendor.name=JetBrains -Didea.paths.selector=PyCharmCE2022.3 -Djna.boot.library.path=/snap/pycharm-community/315/lib/jna/amd64 -Dpty4j.preferred.native.folder=/snap/pycharm-community/315/lib/pty4j -Djna.nosys=true -Djna.noclasspath=true -Didea.platform.prefix=PyCharmCore -Dsplash=true --add-opens=java.base/java.io=ALL-UNNAMED --add-opens=java.base/java.lang=ALL-UNNAMED --add-opens=java.base/java.lang.ref=ALL-UNNAMED --add-opens=java.base/java.lang.reflect=ALL-UNNAMED --add-opens=java.base/java.net=ALL-UNNAMED --add-opens=java.base/java.nio=ALL-UNNAMED --add-opens=java.base/java.nio.charset=ALL-UNNAMED --add-opens=java.base/java.text=ALL-UNNAMED --add-opens=java.base/java.time=ALL-UNNAMED --add-opens=java.base/java.util=ALL-UNNAMED --add-opens=java.base/java.util.concurrent=ALL-UNNAMED --add-opens=java.base/java.util.concurrent.atomic=ALL-UNNAMED --add-opens=java.base/jdk.internal.vm=ALL-UNNAMED --add-opens=java.base/sun.nio.ch=ALL-UNNAMED --add-opens=java.base/sun.nio.fs=ALL-UNNAMED --add-opens=java.base/sun.security.ssl=ALL-UNNAMED --add-opens=java.base/sun.security.util=ALL-UNNAMED --add-opens=java.desktop/com.sun.java.swing.plaf.gtk=ALL-UNNAMED --add-opens=java.desktop/java.awt=ALL-UNNAMED --add-opens=java.desktop/java.awt.dnd.peer=ALL-UNNAMED --add-opens=java.desktop/java.awt.event=ALL-UNNAMED --add-opens=java.desktop/java.awt.image=ALL-UNNAMED --add-opens=java.desktop/java.awt.peer=ALL-UNNAMED --add-opens=java.desktop/java.awt.font=ALL-UNNAMED --add-opens=java.desktop/javax.swing=ALL-UNNAMED --add-opens=java.desktop/javax.swing.plaf.basic=ALL-UNNAMED --add-opens=java.desktop/javax.swing.text.html=ALL-UNNAMED --add-opens=java.desktop/sun.awt.X11=ALL-UNNAMED --add-opens=java.desktop/sun.awt.datatransfer=ALL-UNNAMED --add-opens=java.desktop/sun.awt.image=ALL-UNNAMED --add-opens=java.desktop/sun.awt=ALL-UNNAMED --add-opens=java.desktop/sun.font=ALL-UNNAMED --add-opens=java.desktop/sun.java2d=ALL-UNNAMED --add-opens=java.desktop/sun.swing=ALL-UNNAMED --add-opens=jdk.attach/sun.tools.attach=ALL-UNNAMED --add-opens=jdk.compiler/com.sun.tools.javac.api=ALL-UNNAMED --add-opens=jdk.internal.jvmstat/sun.jvmstat.monitor=ALL-UNNAMED --add-opens=jdk.jdi/com.sun.tools.jdi=ALL-UNNAMED com.intellij.idea.Main
erekle     34855  0.0  0.0   3492  1688 ?        S    12:51   0:01 /snap/pycharm-community/315/bin/fsnotifier
erekle     51732  0.0  0.0  47844  2324 ?        Ss   14:26   0:00 /usr/lib/bluetooth/obexd
root       61693  0.0  0.0  10820  3224 ?        Ss   14:50   0:00 /usr/lib/bluetooth/bluetoothd
erekle     94276  0.5  0.6 38543624 36628 ?      SLl  15:43   0:42 /usr/share/discord/Discord
erekle     94280  0.0  0.0 210724  4936 ?        S    15:43   0:00 /usr/share/discord/Discord --type=zygote --no-zygote-sandbox
erekle     94281  0.0  0.0 210724  5360 ?        S    15:43   0:00 /usr/share/discord/Discord --type=zygote
erekle     94283  0.0  0.0 210724   848 ?        S    15:43   0:00 /usr/share/discord/Discord --type=zygote
erekle     94319  1.0  0.2 702820 17052 ?        Sl   15:43   1:21 /usr/share/discord/Discord --type=gpu-process --field-trial-handle=9646597764658202740,13116339172687786792,131072 --disable-features=CookiesWithoutSameSiteMustBeSecure,HardwareMediaKeyHandling,MediaSessionService,SameSiteByDefaultCookies,SpareRendererForSitePerProcess,WinRetrieveSuggestionsOnlyOnDemand --enable-crash-reporter=35ba713d-3d50-4753-b3d5-8021ce3701c9,no_channel --global-crash-keys=35ba713d-3d50-4753-b3d5-8021ce3701c9,no_channel,_companyName=Discord Inc.,_productName=Discord,_version=0.0.24 --gpu-preferences=UAAAAAAAAAAgAAAQAAAAAAAAAAAAAAAAAABgAAAAAAAwAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAgAAAAAAAAACAAAAAAAAAAAAAAAAAAAAAIAAAAAAAAAAgAAAAAAAAACAAAAAAAAAA= --shared-files
erekle     94328  0.0  0.3 294104 19616 ?        Sl   15:43   0:05 /usr/share/discord/Discord --type=utility --utility-sub-type=network.mojom.NetworkService --field-trial-handle=9646597764658202740,13116339172687786792,131072 --disable-features=CookiesWithoutSameSiteMustBeSecure,HardwareMediaKeyHandling,MediaSessionService,SameSiteByDefaultCookies,SpareRendererForSitePerProcess,WinRetrieveSuggestionsOnlyOnDemand --lang=en-US --service-sandbox-type=none --enable-crash-reporter=35ba713d-3d50-4753-b3d5-8021ce3701c9,no_channel --global-crash-keys=35ba713d-3d50-4753-b3d5-8021ce3701c9,no_channel,_companyName=Discord Inc.,_productName=Discord,_version=0.0.24 --shared-files=v8_context_snapshot_data:100
erekle     94401  4.7  3.1 103916636 187856 ?    Sl   15:43   6:00 /usr/share/discord/Discord --type=renderer --autoplay-policy=no-user-gesture-required --field-trial-handle=9646597764658202740,13116339172687786792,131072 --disable-features=CookiesWithoutSameSiteMustBeSecure,HardwareMediaKeyHandling,MediaSessionService,SameSiteByDefaultCookies,SpareRendererForSitePerProcess,WinRetrieveSuggestionsOnlyOnDemand --lang=en-US --enable-crash-reporter=35ba713d-3d50-4753-b3d5-8021ce3701c9,no_channel --global-crash-keys=35ba713d-3d50-4753-b3d5-8021ce3701c9,no_channel,_companyName=Discord Inc.,_productName=Discord,_version=0.0.24 --app-path=/usr/share/discord/resources/app.asar --no-sandbox --no-zygote --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=5 --no-v8-untrusted-code-mitigations --shared-files=v8_context_snapshot_data:100 --enable-node-leakage-in-renderers
erekle     94505  0.0  0.1 329600  6268 ?        Sl   15:43   0:00 /usr/share/discord/Discord --type=utility --utility-sub-type=audio.mojom.AudioService --field-trial-handle=9646597764658202740,13116339172687786792,131072 --disable-features=CookiesWithoutSameSiteMustBeSecure,HardwareMediaKeyHandling,MediaSessionService,SameSiteByDefaultCookies,SpareRendererForSitePerProcess,WinRetrieveSuggestionsOnlyOnDemand --lang=en-US --service-sandbox-type=none --enable-crash-reporter=35ba713d-3d50-4753-b3d5-8021ce3701c9,no_channel --global-crash-keys=35ba713d-3d50-4753-b3d5-8021ce3701c9,no_channel,_companyName=Discord Inc.,_productName=Discord,_version=0.0.24 --shared-files=v8_context_snapshot_data:100
root       97821  0.0  0.0      0     0 ?        I    15:47   0:00 [kworker/1:1-events]
root      106954  0.0  0.0      0     0 ?        I    16:02   0:00 [kworker/10:1-mm_percpu_wq]
erekle    107446  0.2  2.0 1185877784 122764 ?   Sl   16:02   0:17 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=12423 --enable-crash-reporter=03654284-28e0-4ed6-b6d6-f63b8a77256e, --change-stack-guard-on-fork=enable --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=538 --time-ticks-at-unix-epoch=-1675843614834206 --launch-time-ticks=10885892751 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,13894338178159669052,5151872546680197825,131072
root      109453  0.0  0.0      0     0 ?        I    16:05   0:00 [kworker/3:1-mm_percpu_wq]
erekle    111134  0.0  0.4 620620 25036 ?        Ssl  16:07   0:06 /usr/libexec/gnome-terminal-server
erekle    111158  0.0  0.1  19392  8040 pts/0    Ss+  16:07   0:03 zsh
erekle    111181  0.0  0.0  13524  1236 pts/0    S    16:07   0:00 zsh
erekle    111218  0.0  0.0  15388   640 pts/0    S    16:07   0:00 zsh
erekle    111220  0.0  0.0  15372   996 pts/0    S    16:07   0:00 zsh
erekle    111221  0.0  0.0   5828  1532 pts/0    Sl   16:07   0:00 /home/erekle/.cache/gitstatus/gitstatusd-linux-x86_64 -G v1.5.4 -s -1 -u -1 -d -1 -c -1 -m -1 -v FATAL -t 24
erekle    111464  0.0  0.0   9060  1528 pts/0    T    16:08   0:00 grep --color=auto --exclude-dir=.bzr --exclude-dir=CVS --exclude-dir=.git --exclude-dir=.hg --exclude-dir=.svn --exclude-dir=.idea --exclude-dir=.tox wc -l
erekle    111982  0.0  0.0  16256  3852 pts/1    Ss+  16:09   0:00 /usr/bin/zsh -i
erekle    111997  0.0  0.0  13936  1232 pts/1    S    16:09   0:00 /usr/bin/zsh -i
erekle    112028  0.0  0.0  15480   800 pts/1    S    16:09   0:00 /usr/bin/zsh -i
erekle    112029  0.0  0.0  15464  1292 pts/1    S    16:09   0:00 /usr/bin/zsh -i
erekle    112031  0.0  0.0   5700     0 pts/1    Sl   16:09   0:00 /home/erekle/.cache/gitstatus/gitstatusd-linux-x86_64 -G v1.5.4 -s -1 -u -1 -d -1 -c -1 -m -1 -v FATAL -t 24
erekle    119223  1.3  3.2 1184839128 189240 ?   Sl   16:19   1:11 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=12423 --enable-crash-reporter=03654284-28e0-4ed6-b6d6-f63b8a77256e, --change-stack-guard-on-fork=enable --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=594 --time-ticks-at-unix-epoch=-1675843614834206 --launch-time-ticks=11879016056 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,13894338178159669052,5151872546680197825,131072
erekle    119677  0.0  0.2 1184797140 16668 ?    Sl   16:20   0:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=12423 --enable-crash-reporter=03654284-28e0-4ed6-b6d6-f63b8a77256e, --change-stack-guard-on-fork=enable --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=598 --time-ticks-at-unix-epoch=-1675843614834206 --launch-time-ticks=11922815678 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,13894338178159669052,5151872546680197825,131072
root      124460  0.0  0.0      0     0 ?        I    16:32   0:00 [kworker/0:1-events]
root      124609  0.0  0.0      0     0 ?        I    16:36   0:00 [kworker/6:0-events]
root      124623  0.0  0.0      0     0 ?        I<   16:37   0:00 [kworker/u33:0-rtw89_tx_wq]
root      124836  0.0  0.0      0     0 ?        I    16:42   0:00 [kworker/7:1-events]
root      124840  0.0  0.0      0     0 ?        I    16:42   0:00 [kworker/4:3-events]
root      124862  0.0  0.0      0     0 ?        I    17:05   0:00 [kworker/11:2-mm_percpu_wq]
root      124874  0.1  0.0      0     0 ?        I    17:05   0:04 [kworker/u32:33-events_unbound]
erekle    125090  0.0  0.3 3072564 19564 ?       Sl   17:05   0:01 gjs /usr/share/gnome-shell/extensions/ding@rastersoft.com/ding.js -E -P /usr/share/gnome-shell/extensions/ding@rastersoft.com -M 0 -D 0:0:1920:1080:1:27:0:0:0:0
erekle    127606  2.7  2.3 1185884068 140076 ?   Sl   17:08   1:09 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=12423 --enable-crash-reporter=03654284-28e0-4ed6-b6d6-f63b8a77256e, --change-stack-guard-on-fork=enable --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=623 --time-ticks-at-unix-epoch=-1675843614834206 --launch-time-ticks=13498563276 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,13894338178159669052,5151872546680197825,131072
root      135338  0.0  0.0      0     0 ?        I    17:21   0:00 [kworker/9:1-mm_percpu_wq]
root      137499  0.0  0.0      0     0 ?        I    17:25   0:00 [kworker/3:2-mm_percpu_wq]
root      138997  0.0  0.0      0     0 ?        I<   17:27   0:00 [kworker/u33:2-rtw89_tx_wq]
root      139413  0.0  0.0      0     0 ?        I    17:28   0:01 [kworker/u32:0-ext4-rsv-conversion]
root      139989  0.0  0.0      0     0 ?        I    17:29   0:00 [kworker/0:2-pm]
erekle    140151  1.1  0.6 2309296 39932 ?       SLl  17:29   0:14 mpv --player-operation-mode=pseudo-gui -- /home/erekle/Downloads/GMT20230207-154353_Recording_1920x1080.mp4
root      140346  0.1  0.0      0     0 ?        I    17:30   0:02 [kworker/u32:1-events_unbound]
root      143854  0.0  0.0      0     0 ?        I    17:36   0:00 [kworker/5:2-events]
root      144062  0.0  0.0      0     0 ?        I    17:36   0:00 [kworker/8:2-mm_percpu_wq]
root      144191  0.1  0.0      0     0 ?        I    17:36   0:01 [kworker/u32:2-flush-259:0]
root      144280  0.0  0.0      0     0 ?        I    17:36   0:00 [kworker/2:1-mm_percpu_wq]
root      146390  0.0  0.0      0     0 ?        I    17:40   0:00 [kworker/1:2-mm_percpu_wq]
root      146572  0.0  0.0      0     0 ?        I    17:40   0:00 [kworker/9:2-mm_percpu_wq]
root      146798  0.0  0.0      0     0 ?        I    17:41   0:00 [kworker/6:2-events]
root      147513  0.0  0.0      0     0 ?        I    17:42   0:00 [kworker/2:2-events]
root      147534  0.0  0.0      0     0 ?        I    17:42   0:00 [kworker/5:1-mm_percpu_wq]
root      148367  0.0  0.0      0     0 ?        I    17:43   0:00 [kworker/11:1]
root      148368  0.0  0.0      0     0 ?        I    17:43   0:00 [kworker/4:1-events]
root      148383  0.0  0.0      0     0 ?        I    17:43   0:00 [kworker/8:1-mm_percpu_wq]
root      148660  0.2  0.0      0     0 ?        I    17:43   0:00 [kworker/u32:3-flush-259:0]
root      148662  0.5  0.0      0     0 ?        D    17:43   0:02 [kworker/u32:5+events_unbound]
root      148906  0.0  0.0      0     0 ?        I    17:44   0:00 [kworker/7:0-events]
root      149035  0.0  0.0      0     0 ?        I    17:44   0:00 [kworker/10:2-mm_percpu_wq]
root      152461  0.0  0.0      0     0 ?        I    17:46   0:00 [kworker/6:1]
erekle    152539  0.0  0.7 1184731096 44432 ?    Sl   17:46   0:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=12423 --enable-crash-reporter=03654284-28e0-4ed6-b6d6-f63b8a77256e, --change-stack-guard-on-fork=enable --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=664 --time-ticks-at-unix-epoch=-1675843614834206 --launch-time-ticks=15739998403 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,13894338178159669052,5151872546680197825,131072
root      153461  0.0  0.0      0     0 ?        I    17:47   0:00 [kworker/5:0-mm_percpu_wq]
root      154327  0.0  0.0      0     0 ?        I<   17:49   0:00 [kworker/u33:1-rtw89_tx_wq]
root      154400  0.0  0.0      0     0 ?        I    17:49   0:00 [kworker/8:0]
root      154543  0.0  0.0      0     0 ?        I    17:49   0:00 [kworker/9:0-events]
